行号	实体id	需要哪个官方表的哪一列/公式	我们这边的来源(文件:行 或 "空")	判据
4172	tbl:Affix(301 id)|id=71	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:72	公式求值相等
4173	tbl:Affix(301 id)|id=72	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:73	公式求值相等
4174	tbl:Affix(301 id)|id=73	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:74	公式求值相等
4175	tbl:Affix(301 id)|id=74	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:75	公式求值相等
4176	tbl:Affix(301 id)|id=75	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:76	公式求值相等
4177	tbl:Affix(301 id)|id=76	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:77	公式求值相等
4178	tbl:Affix(301 id)|id=77	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:78	公式求值相等
4179	tbl:Affix(301 id)|id=78	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:79	公式求值相等
4180	tbl:Affix(301 id)|id=79	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:80	公式求值相等
4181	tbl:Affix(301 id)|id=80	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:81	公式求值相等
4182	tbl:Affix(301 id)|id=81	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:82	公式求值相等
4183	tbl:Affix(301 id)|id=82	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:83	公式求值相等
4184	tbl:Affix(301 id)|id=83	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:84	公式求值相等
4185	tbl:Affix(301 id)|id=84	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:85	公式求值相等
4186	tbl:Affix(301 id)|id=85	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:86	公式求值相等
4187	tbl:Affix(301 id)|id=86	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:87	公式求值相等
4188	tbl:Affix(301 id)|id=87	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:88	公式求值相等
4189	tbl:Affix(301 id)|id=88	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:89	公式求值相等
4190	tbl:Affix(301 id)|id=89	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:90	公式求值相等
4191	tbl:Affix(301 id)|id=90	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:91	公式求值相等
4192	tbl:Affix(301 id)|id=91	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:92	公式求值相等
4193	tbl:Affix(301 id)|id=92	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:93	公式求值相等
4194	tbl:Affix(301 id)|id=93	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:94	公式求值相等
4195	tbl:Affix(301 id)|id=94	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:95	公式求值相等
4196	tbl:Affix(301 id)|id=95	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:96	公式求值相等
4197	tbl:Affix(301 id)|id=96	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:97	公式求值相等
4198	tbl:Affix(301 id)|id=97	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:98	公式求值相等
4199	tbl:Affix(301 id)|id=98	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:99	公式求值相等
4200	tbl:Affix(301 id)|id=99	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:100	公式求值相等
4201	tbl:Affix(301 id)|id=100	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:101	公式求值相等
4202	tbl:Affix(301 id)|id=101	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:102	公式求值相等
4203	tbl:Affix(301 id)|id=102	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:103	公式求值相等
4204	tbl:Affix(301 id)|id=103	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:104	公式求值相等
4205	tbl:Affix(301 id)|id=104	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:105	公式求值相等
4206	tbl:Affix(301 id)|id=105	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:106	公式求值相等
4207	tbl:Affix(301 id)|id=106	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:107	公式求值相等
4208	tbl:Affix(301 id)|id=107	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:108	公式求值相等
4209	tbl:Affix(301 id)|id=108	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:109	公式求值相等
4210	tbl:Affix(301 id)|id=109	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:110	公式求值相等
4211	tbl:Affix(301 id)|id=110	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:111	公式求值相等
4212	tbl:Affix(301 id)|id=111	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:112	公式求值相等
4213	tbl:Affix(301 id)|id=112	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:113	公式求值相等
4214	tbl:Affix(301 id)|id=113	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:114	公式求值相等
4215	tbl:Affix(301 id)|id=114	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:115	公式求值相等
4216	tbl:Affix(301 id)|id=115	MagicPrefix|MagicSuffix.txt:Name; 按官方 mod1code + mod1min/max 生成说明; 行来自哪张官方表（pre/suf）; …:level; …:levelreq; …:group; …:mod1code; …:mod1param; …:mod1min; …:mod1max; …:frequency; …:classspecific; …:class; …:itype1..itype7; …:etype1..etype3	client/Assets/StreamingAssets/Table/Affix.tsv:116	公式求值相等
