# 状态矩阵（T0 全量覆盖）—— 行数必须 == 实体清单的 Σ状态数
# 口径：状态取**枚举值 + 边界值**（阈值上下各一 / 0 / 上限 / 超界）；⛔ 不取"任意帧"、⛔ 不做笛卡尔全组合
# 「实测 / 结论 / 证据」三列本片**故意留空** = 红行（先出表后修，判据由后续按维度的片填）
# 生成脚本：tools/probes/enumerate/enum_all.py
# 生成时间：见 .ai-tmp/test/t0-red-rows.md
# 维度码表：D1资源 D2几何 D3材质 D4UI D5动画 D6特效 D7音乐 D8音效 D9碰撞 D10逻辑 D11输入 D12流程 S1数值 S2性能 S3设置
维度	实体	状态/事件	边界值	期望表现(出处)	实测	结论	证据
D1资源	pack:Tiles/moor_river	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/D2/Tiles/moor_river/manifest.json:1 (kind=Tiles tileCount=44)	取资源路径 client/Assets/Resources/Clover/D2/Tiles/moor_river/ 可达（90 个条目）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_river/
D1资源	pack:Tiles/moor_stones	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/D2/Tiles/moor_stones/manifest.json:1 (kind=Tiles tileCount=36)	目录在盘：client/Assets/Resources/Clover/D2/Tiles/moor_stones/（74 个条目，其中 PNG 36 张）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_stones/
D1资源	pack:Tiles/moor_stones	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/D2/Tiles/moor_stones/manifest.json:1 (kind=Tiles tileCount=36)	区域布局 Packs[] 引用：是	一致	client/Assets/Scripts/Module/Map/MapGen{Town,Wild,Cave}Layout.cs 的 Packs[]
D1资源	pack:Tiles/moor_stones	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/D2/Tiles/moor_stones/manifest.json:1 (kind=Tiles tileCount=36)	取资源路径 client/Assets/Resources/Clover/D2/Tiles/moor_stones/ 可达（74 个条目）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_stones/
D1资源	pack:Tiles/moor_swamp	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/D2/Tiles/moor_swamp/manifest.json:1 (kind=Tiles tileCount=138)	目录在盘：client/Assets/Resources/Clover/D2/Tiles/moor_swamp/（278 个条目，其中 PNG 138 张）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_swamp/
D1资源	pack:Tiles/moor_swamp	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/D2/Tiles/moor_swamp/manifest.json:1 (kind=Tiles tileCount=138)	区域布局 Packs[] 引用：是	一致	client/Assets/Scripts/Module/Map/MapGen{Town,Wild,Cave}Layout.cs 的 Packs[]
D1资源	pack:Tiles/moor_swamp	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/D2/Tiles/moor_swamp/manifest.json:1 (kind=Tiles tileCount=138)	取资源路径 client/Assets/Resources/Clover/D2/Tiles/moor_swamp/ 可达（278 个条目）	一致	client/Assets/Resources/Clover/D2/Tiles/moor_swamp/
D1资源	pack:Tiles/town_floor	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/D2/Tiles/town_floor/manifest.json:1 (kind=Tiles tileCount=144)	目录在盘：client/Assets/Resources/Clover/D2/Tiles/town_floor/（290 个条目，其中 PNG 144 张）	一致	client/Assets/Resources/Clover/D2/Tiles/town_floor/
D1资源	pack:Tiles/town_floor	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/D2/Tiles/town_floor/manifest.json:1 (kind=Tiles tileCount=144)	区域布局 Packs[] 引用：是	一致	client/Assets/Scripts/Module/Map/MapGen{Town,Wild,Cave}Layout.cs 的 Packs[]
D1资源	pack:Tiles/town_floor	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/D2/Tiles/town_floor/manifest.json:1 (kind=Tiles tileCount=144)	取资源路径 client/Assets/Resources/Clover/D2/Tiles/town_floor/ 可达（290 个条目）	一致	client/Assets/Resources/Clover/D2/Tiles/town_floor/
D1资源	pack:Tiles/town_objects	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/D2/Tiles/town_objects/manifest.json:1 (kind=Tiles tileCount=19)	目录在盘：client/Assets/Resources/Clover/D2/Tiles/town_objects/（40 个条目，其中 PNG 19 张）	一致	client/Assets/Resources/Clover/D2/Tiles/town_objects/
D1资源	pack:Tiles/town_objects	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/D2/Tiles/town_objects/manifest.json:1 (kind=Tiles tileCount=19)	区域布局 Packs[] 引用：是	一致	client/Assets/Scripts/Module/Map/MapGen{Town,Wild,Cave}Layout.cs 的 Packs[]
D1资源	pack:Tiles/town_objects	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/D2/Tiles/town_objects/manifest.json:1 (kind=Tiles tileCount=19)	取资源路径 client/Assets/Resources/Clover/D2/Tiles/town_objects/ 可达（40 个条目）	一致	client/Assets/Resources/Clover/D2/Tiles/town_objects/
D1资源	set:Fonts(26 files)	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/D2/Fonts/* (26 个文件)	目录在盘：client/Assets/Resources/Clover/D2/Fonts/（26 个条目，其中 PNG 8 张）	一致	client/Assets/Resources/Clover/D2/Fonts/
D1资源	set:Fonts(26 files)	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/D2/Fonts/* (26 个文件)	集合名 Fonts 作为资源路径段被引用 23 处（client/Assets/Scripts/Core/ResPaths.cs:12、client/Assets/Scripts/Core/ResPaths.cs:49 等）	一致	client/Assets/Scripts/Core/ResPaths.cs:12
D1资源	set:Fonts(26 files)	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/D2/Fonts/* (26 个文件)	取资源路径 client/Assets/Resources/Clover/D2/Fonts/ 可达（26 个条目）	一致	client/Assets/Resources/Clover/D2/Fonts/
D1资源	set:Items(696 files)	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/D2/Items/* (696 个文件)	目录在盘：client/Assets/Resources/Clover/D2/Items/（696 个条目，其中 PNG 348 张）	一致	client/Assets/Resources/Clover/D2/Items/
D1资源	set:Items(696 files)	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/D2/Items/* (696 个文件)	集合名 Items 作为资源路径段被引用 12 处（client/Assets/Scripts/Core/ResPaths.cs:13、client/Assets/Scripts/Core/ResPaths.cs:64 等）	一致	client/Assets/Scripts/Core/ResPaths.cs:13
D1资源	set:Items(696 files)	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/D2/Items/* (696 个文件)	取资源路径 client/Assets/Resources/Clover/D2/Items/ 可达（696 个条目）	一致	client/Assets/Resources/Clover/D2/Items/
D1资源	sfx:area_enter	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/Sound/SFX/area_enter.wav	载体在盘：client/Assets/Resources/Clover/Sound/SFX/area_enter.wav（22414 字节）	一致	client/Assets/Resources/Clover/Sound/SFX/area_enter.wav ；**溯源（2026-09-22 片 sfx-original-wavs）= 与真实 `d2sfx.mpq` 内 `data\global\sfx\object\stairs.wav` **逐字节相同**（sha256 `009ab9c6b1b60a36fa23e5f1244f3c271aaa62de0f503f04e64fb37b4861f776`，22414 字节，逐字节比对由 `tools/probes/mpq/sfx_provenance.py` 实测：24/24 命中）**，台账 = `tools/probes/mpq/sfx-provenance.tsv`
D1资源	sfx:area_enter	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/Sound/SFX/area_enter.wav	键 AreaEnter 的触发/消费点 1 处（client/Assets/Scripts/Module/Audio/AudioHook.cs:298）	一致	client/Assets/Scripts/Module/Audio/AudioHook.cs:298
D1资源	sfx:area_enter	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/Sound/SFX/area_enter.wav	路径可达 client/Assets/Resources/Clover/Sound/SFX/area_enter.wav；SfxRegistry 登记键 AreaEnter = "area_enter"（键即资源名）	一致	client/Assets/Scripts/Module/Audio/SfxRegistry.cs + client/Assets/Resources/Clover/Sound/SFX/area_enter.wav
D1资源	sfx:cast	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast.wav	载体在盘：client/Assets/Resources/Clover/Sound/SFX/cast.wav（30594 字节）	一致	client/Assets/Resources/Clover/Sound/SFX/cast.wav ；**溯源（2026-09-22 片 sfx-original-wavs）= 与真实 `d2sfx.mpq` 内 `data\global\sfx\skill\amazon\magicarrow1.wav` **逐字节相同**（sha256 `7fda1a467c824311f63adc962dfe5f1b863a916e7bdbe0a0d10074a3e6c0d72f`，30594 字节，逐字节比对由 `tools/probes/mpq/sfx_provenance.py` 实测：24/24 命中）**，台账 = `tools/probes/mpq/sfx-provenance.tsv`
D1资源	sfx:cast	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast.wav	键 Cast 的触发/消费点 1 处（client/Assets/Scripts/Module/Skill/SkillModule.cs:325）	一致	client/Assets/Scripts/Module/Skill/SkillModule.cs:325
D1资源	sfx:cast	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast.wav	路径可达 client/Assets/Resources/Clover/Sound/SFX/cast.wav；SfxRegistry 登记键 Cast = "cast"（键即资源名）	一致	client/Assets/Scripts/Module/Audio/SfxRegistry.cs + client/Assets/Resources/Clover/Sound/SFX/cast.wav
D1资源	sfx:cast_cold	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast_cold.wav	载体在盘：client/Assets/Resources/Clover/Sound/SFX/cast_cold.wav（32154 字节）	一致	client/Assets/Resources/Clover/Sound/SFX/cast_cold.wav ；**溯源（2026-09-22 片 sfx-original-wavs）= 与真实 `d2sfx.mpq` 内 `data\global\sfx\skill\sorceress\coldcast.wav` **逐字节相同**（sha256 `60970cc9667694087cc848707c0bddc7ce3bbbeb927daae8c9729477dd214b85`，32154 字节，逐字节比对由 `tools/probes/mpq/sfx_provenance.py` 实测：24/24 命中）**，台账 = `tools/probes/mpq/sfx-provenance.tsv`
D1资源	sfx:cast_cold	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast_cold.wav	键 CastCold 的触发/消费点 1 处（client/Assets/Scripts/Module/Skill/SkillModule.cs:325）	一致	client/Assets/Scripts/Module/Skill/SkillModule.cs:325
D1资源	sfx:cast_cold	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast_cold.wav	路径可达 client/Assets/Resources/Clover/Sound/SFX/cast_cold.wav；SfxRegistry 登记键 CastCold = "cast_cold"（键即资源名）	一致	client/Assets/Scripts/Module/Audio/SfxRegistry.cs + client/Assets/Resources/Clover/Sound/SFX/cast_cold.wav
D1资源	sfx:cast_fire	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast_fire.wav	载体在盘：client/Assets/Resources/Clover/Sound/SFX/cast_fire.wav（44744 字节）	一致	client/Assets/Resources/Clover/Sound/SFX/cast_fire.wav ；**溯源（2026-09-22 片 sfx-original-wavs）= 与真实 `d2sfx.mpq` 内 `data\global\sfx\skill\sorceress\firecast.wav` **逐字节相同**（sha256 `fc8a2441eda59a94d8cba6afd9bc72efefe75ccebddb67347f7d4efbbc6411cd`，44744 字节，逐字节比对由 `tools/probes/mpq/sfx_provenance.py` 实测：24/24 命中）**，台账 = `tools/probes/mpq/sfx-provenance.tsv`
D1资源	sfx:cast_fire	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast_fire.wav	键 CastFire 的触发/消费点 1 处（client/Assets/Scripts/Module/Skill/SkillModule.cs:325）	一致	client/Assets/Scripts/Module/Skill/SkillModule.cs:325
D1资源	sfx:cast_fire	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast_fire.wav	路径可达 client/Assets/Resources/Clover/Sound/SFX/cast_fire.wav；SfxRegistry 登记键 CastFire = "cast_fire"（键即资源名）	一致	client/Assets/Scripts/Module/Audio/SfxRegistry.cs + client/Assets/Resources/Clover/Sound/SFX/cast_fire.wav
D1资源	sfx:cast_lightning	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast_lightning.wav	载体在盘：client/Assets/Resources/Clover/Sound/SFX/cast_lightning.wav（47628 字节）	一致	client/Assets/Resources/Clover/Sound/SFX/cast_lightning.wav ；**溯源（2026-09-22 片 sfx-original-wavs）= 与真实 `d2sfx.mpq` 内 `data\global\sfx\skill\sorceress\eleccast.wav` **逐字节相同**（sha256 `79696dbb6d412fc702cdcb6cea62f7a6757f98dfb3e4c95db0c1d093a513911f`，47628 字节，逐字节比对由 `tools/probes/mpq/sfx_provenance.py` 实测：24/24 命中）**，台账 = `tools/probes/mpq/sfx-provenance.tsv`
D1资源	sfx:cast_lightning	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast_lightning.wav	键 CastLightning 的触发/消费点 1 处（client/Assets/Scripts/Module/Skill/SkillModule.cs:325）	一致	client/Assets/Scripts/Module/Skill/SkillModule.cs:325
D1资源	sfx:cast_lightning	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast_lightning.wav	路径可达 client/Assets/Resources/Clover/Sound/SFX/cast_lightning.wav；SfxRegistry 登记键 CastLightning = "cast_lightning"（键即资源名）	一致	client/Assets/Scripts/Module/Audio/SfxRegistry.cs + client/Assets/Resources/Clover/Sound/SFX/cast_lightning.wav
D1资源	sfx:cast_poison	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast_poison.wav	载体在盘：client/Assets/Resources/Clover/Sound/SFX/cast_poison.wav（43474 字节）	一致	client/Assets/Resources/Clover/Sound/SFX/cast_poison.wav ；**溯源（2026-09-22 片 sfx-original-wavs）= 与真实 `d2sfx.mpq` 内 `data\global\sfx\skill\amazon\poisoncast.wav` **逐字节相同**（sha256 `d4d235cc2e5e2bbba6855ed12f78ab6c52992a7c85e2e51cae68bbb7484c6c08`，43474 字节，逐字节比对由 `tools/probes/mpq/sfx_provenance.py` 实测：24/24 命中）**，台账 = `tools/probes/mpq/sfx-provenance.tsv`
D1资源	sfx:cast_poison	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast_poison.wav	键 CastPoison 的触发/消费点 1 处（client/Assets/Scripts/Module/Skill/SkillModule.cs:325）	一致	client/Assets/Scripts/Module/Skill/SkillModule.cs:325
D1资源	sfx:cast_poison	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/Sound/SFX/cast_poison.wav	路径可达 client/Assets/Resources/Clover/Sound/SFX/cast_poison.wav；SfxRegistry 登记键 CastPoison = "cast_poison"（键即资源名）	一致	client/Assets/Scripts/Module/Audio/SfxRegistry.cs + client/Assets/Resources/Clover/Sound/SFX/cast_poison.wav
D1资源	sfx:dialog_open	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/Sound/SFX/dialog_open.wav	载体在盘：client/Assets/Resources/Clover/Sound/SFX/dialog_open.wav（22444 字节）	一致	client/Assets/Resources/Clover/Sound/SFX/dialog_open.wav ；**溯源（2026-09-22 片 sfx-original-wavs）= 与真实 `d2sfx.mpq` 内 `data\global\sfx\cursor\select.wav` **逐字节相同**（sha256 `c0f1bc3642399454b30ff197d8395ae0b8af66929c86df420b6a3b7cc5c20821`，22444 字节，逐字节比对由 `tools/probes/mpq/sfx_provenance.py` 实测：24/24 命中）**，台账 = `tools/probes/mpq/sfx-provenance.tsv`
D1资源	sfx:dialog_open	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/Sound/SFX/dialog_open.wav	键 DialogOpen 的触发/消费点 1 处（client/Assets/Scripts/Module/Audio/AudioHook.cs:268）	一致	client/Assets/Scripts/Module/Audio/AudioHook.cs:268
D1资源	sfx:dialog_open	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/Sound/SFX/dialog_open.wav	路径可达 client/Assets/Resources/Clover/Sound/SFX/dialog_open.wav；SfxRegistry 登记键 DialogOpen = "dialog_open"（键即资源名）	一致	client/Assets/Scripts/Module/Audio/SfxRegistry.cs + client/Assets/Resources/Clover/Sound/SFX/dialog_open.wav
D1资源	sfx:footstep	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/Sound/SFX/footstep.wav	载体在盘：client/Assets/Resources/Clover/Sound/SFX/footstep.wav（15918 字节）	一致	client/Assets/Resources/Clover/Sound/SFX/footstep.wav ；**溯源（2026-09-22 片 sfx-original-wavs）= 与真实 `d2sfx.mpq` 内 `data\global\sfx\ambient\footstep\LightDirt1.wav` **逐字节相同**（sha256 `8554cf8bd539595270a09ee9c7d5970a42f7f93fa87c5d297d3b8ed9df76d076`，15918 字节，逐字节比对由 `tools/probes/mpq/sfx_provenance.py` 实测：24/24 命中）**，台账 = `tools/probes/mpq/sfx-provenance.tsv`
D1资源	sfx:footstep	被引用（有消费方）	阈值: 引用 0 处 = 未接线	判据出处：client/Assets/Resources/Clover/Sound/SFX/footstep.wav	键 Footstep 的触发/消费点 1 处（client/Assets/Scripts/Module/Audio/AudioHook.cs:179）	一致	client/Assets/Scripts/Module/Audio/AudioHook.cs:179
D1资源	sfx:footstep	路径可达（引用路径与盘上一致）	阈值: 1 处指错 = 静默失效	判据出处：client/Assets/Resources/Clover/Sound/SFX/footstep.wav	路径可达 client/Assets/Resources/Clover/Sound/SFX/footstep.wav；SfxRegistry 登记键 Footstep = "footstep"（键即资源名）	一致	client/Assets/Scripts/Module/Audio/SfxRegistry.cs + client/Assets/Resources/Clover/Sound/SFX/footstep.wav
D1资源	sfx:gold_pickup	存在（载体在盘）	阈值: 0 字节/缺文件 = 未产出	判据出处：client/Assets/Resources/Clover/Sound/SFX/gold_pickup.wav	载体在盘：client/Assets/Resources/Clover/Sound/SFX/gold_pickup.wav（56796 字节）	一致	client/Assets/Resources/Clover/Sound/SFX/gold_pickup.wav ；**溯源（2026-09-22 片 sfx-original-wavs）= 与真实 `d2sfx.mpq` 内 `data\global\sfx\item\gold.wav` **逐字节相同**（sha256 `0d1177d101a3c386f0bf8be65644cef5926ea58f77544500d21ed88472d59e5f`，56796 字节，逐字节比对由 `tools/probes/mpq/sfx_provenance.py` 实测：24/24 命中）**，台账 = `tools/probes/mpq/sfx-provenance.tsv`
