# 实体清单（T0 全量覆盖）—— 脚本产出，⛔ 不许手写
# 口径：每行 = 一个盘上真实实体；`状态数` = 该实体在 策划/状态矩阵.tsv 里展开的行数
# 生成脚本：tools/probes/enumerate/enum_all.py
# 生成时间：见 .ai-tmp/test/t0-red-rows.md（三张 .tsv 按「稳定排序、两次运行逐字节相同」硬要求不写挂钟时刻）
# 维度码表：D1资源 D2几何 D3材质 D4UI D5动画 D6特效 D7音乐 D8音效 D9碰撞 D10逻辑 D11输入 D12流程 S1数值 S2性能 S3设置
# 判据类型：脚本断言 / 参考物比对 / 并排图 / 阻塞(登记)
维度	实体	载体/路径	出处	状态数	判据类型	归属片
D2几何	tile:Objects/moor_bridge/004	client/Assets/Resources/Clover/D2/Objects/moor_bridge/004.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:200 (键 moor_bridge/004  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/004.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/005	client/Assets/Resources/Clover/D2/Objects/moor_bridge/005.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:200 (键 moor_bridge/005  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/005.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/006	client/Assets/Resources/Clover/D2/Objects/moor_bridge/006.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:200 (键 moor_bridge/006  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/006.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/007	client/Assets/Resources/Clover/D2/Objects/moor_bridge/007.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:200 (键 moor_bridge/007  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/007.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/008	client/Assets/Resources/Clover/D2/Objects/moor_bridge/008.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:200 (键 moor_bridge/008  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/008.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/009	client/Assets/Resources/Clover/D2/Objects/moor_bridge/009.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:202 (键 moor_bridge/009  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/009.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/010	client/Assets/Resources/Clover/D2/Objects/moor_bridge/010.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:202 (键 moor_bridge/010  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/010.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/011	client/Assets/Resources/Clover/D2/Objects/moor_bridge/011.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:202 (键 moor_bridge/011  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/011.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/012	client/Assets/Resources/Clover/D2/Objects/moor_bridge/012.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:202 (键 moor_bridge/012  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/012.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/013	client/Assets/Resources/Clover/D2/Objects/moor_bridge/013.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:202 (键 moor_bridge/013  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/013.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/014	client/Assets/Resources/Clover/D2/Objects/moor_bridge/014.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:202 (键 moor_bridge/014  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/014.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/015	client/Assets/Resources/Clover/D2/Objects/moor_bridge/015.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:200 (键 moor_bridge/015  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/015.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/016	client/Assets/Resources/Clover/D2/Objects/moor_bridge/016.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:200 (键 moor_bridge/016  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/016.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/017	client/Assets/Resources/Clover/D2/Objects/moor_bridge/017.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:200 (键 moor_bridge/017  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/017.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/018	client/Assets/Resources/Clover/D2/Objects/moor_bridge/018.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:200 (键 moor_bridge/018  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/018.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_bridge/019	client/Assets/Resources/Clover/D2/Objects/moor_bridge/019.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:200 (键 moor_bridge/019  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_bridge/019.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff1/002	client/Assets/Resources/Clover/D2/Objects/moor_cliff1/002.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1333 (键 moor_cliff1/002  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff1/002.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff1/003	client/Assets/Resources/Clover/D2/Objects/moor_cliff1/003.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1327 (键 moor_cliff1/003  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff1/003.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff1/004	client/Assets/Resources/Clover/D2/Objects/moor_cliff1/004.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1330 (键 moor_cliff1/004  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff1/004.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff1/005	client/Assets/Resources/Clover/D2/Objects/moor_cliff1/005.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1118 (键 moor_cliff1/005  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff1/005.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff1/006	client/Assets/Resources/Clover/D2/Objects/moor_cliff1/006.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1117 (键 moor_cliff1/006  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff1/006.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff1/007	client/Assets/Resources/Clover/D2/Objects/moor_cliff1/007.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1116 (键 moor_cliff1/007  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff1/007.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff1/008	client/Assets/Resources/Clover/D2/Objects/moor_cliff1/008.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1115 (键 moor_cliff1/008  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff1/008.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff1/009	client/Assets/Resources/Clover/D2/Objects/moor_cliff1/009.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1113 (键 moor_cliff1/009  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff1/009.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff1/010	client/Assets/Resources/Clover/D2/Objects/moor_cliff1/010.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1121 (键 moor_cliff1/010  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff1/010.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff1/011	client/Assets/Resources/Clover/D2/Objects/moor_cliff1/011.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1120 (键 moor_cliff1/011  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff1/011.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff1/012	client/Assets/Resources/Clover/D2/Objects/moor_cliff1/012.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1119 (键 moor_cliff1/012  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff1/012.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff2/002	client/Assets/Resources/Clover/D2/Objects/moor_cliff2/002.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1355 (键 moor_cliff2/002  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff2/002.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff2/003	client/Assets/Resources/Clover/D2/Objects/moor_cliff2/003.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1357 (键 moor_cliff2/003  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff2/003.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff2/004	client/Assets/Resources/Clover/D2/Objects/moor_cliff2/004.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1356 (键 moor_cliff2/004  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff2/004.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff2/005	client/Assets/Resources/Clover/D2/Objects/moor_cliff2/005.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1134 (键 moor_cliff2/005  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff2/005.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff2/006	client/Assets/Resources/Clover/D2/Objects/moor_cliff2/006.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1133 (键 moor_cliff2/006  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff2/006.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff2/007	client/Assets/Resources/Clover/D2/Objects/moor_cliff2/007.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1132 (键 moor_cliff2/007  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff2/007.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff2/008	client/Assets/Resources/Clover/D2/Objects/moor_cliff2/008.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1131 (键 moor_cliff2/008  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff2/008.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff2/009	client/Assets/Resources/Clover/D2/Objects/moor_cliff2/009.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1130 (键 moor_cliff2/009  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff2/009.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff2/010	client/Assets/Resources/Clover/D2/Objects/moor_cliff2/010.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1137 (键 moor_cliff2/010  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff2/010.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff2/011	client/Assets/Resources/Clover/D2/Objects/moor_cliff2/011.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1136 (键 moor_cliff2/011  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff2/011.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_cliff2/012	client/Assets/Resources/Clover/D2/Objects/moor_cliff2/012.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1135 (键 moor_cliff2/012  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_cliff2/012.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_corner/000	client/Assets/Resources/Clover/D2/Objects/moor_corner/000.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1165 (键 moor_corner/000  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_corner/000.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_corner/002	client/Assets/Resources/Clover/D2/Objects/moor_corner/002.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1245 (键 moor_corner/002  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_corner/002.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/000	client/Assets/Resources/Clover/D2/Objects/moor_fence/000.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1737 (键 moor_fence/000  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/000.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/001	client/Assets/Resources/Clover/D2/Objects/moor_fence/001.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1507 (键 moor_fence/001  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/001.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/002	client/Assets/Resources/Clover/D2/Objects/moor_fence/002.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1690 (键 moor_fence/002  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/002.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/003	client/Assets/Resources/Clover/D2/Objects/moor_fence/003.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1507 (键 moor_fence/003  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/003.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/004	client/Assets/Resources/Clover/D2/Objects/moor_fence/004.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1506 (键 moor_fence/004  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/004.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/006	client/Assets/Resources/Clover/D2/Objects/moor_fence/006.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1564 (键 moor_fence/006  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/006.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/007	client/Assets/Resources/Clover/D2/Objects/moor_fence/007.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1507 (键 moor_fence/007  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/007.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/008	client/Assets/Resources/Clover/D2/Objects/moor_fence/008.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1507 (键 moor_fence/008  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/008.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/009	client/Assets/Resources/Clover/D2/Objects/moor_fence/009.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1507 (键 moor_fence/009  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/009.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/010	client/Assets/Resources/Clover/D2/Objects/moor_fence/010.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1507 (键 moor_fence/010  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/010.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/011	client/Assets/Resources/Clover/D2/Objects/moor_fence/011.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1507 (键 moor_fence/011  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/011.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/012	client/Assets/Resources/Clover/D2/Objects/moor_fence/012.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1507 (键 moor_fence/012  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/012.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/013	client/Assets/Resources/Clover/D2/Objects/moor_fence/013.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1507 (键 moor_fence/013  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/013.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/014	client/Assets/Resources/Clover/D2/Objects/moor_fence/014.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1507 (键 moor_fence/014  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/014.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/015	client/Assets/Resources/Clover/D2/Objects/moor_fence/015.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1529 (键 moor_fence/015  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/015.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/016	client/Assets/Resources/Clover/D2/Objects/moor_fence/016.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1525 (键 moor_fence/016  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/016.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/017	client/Assets/Resources/Clover/D2/Objects/moor_fence/017.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1520 (键 moor_fence/017  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/017.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/018	client/Assets/Resources/Clover/D2/Objects/moor_fence/018.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1511 (键 moor_fence/018  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/018.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/019	client/Assets/Resources/Clover/D2/Objects/moor_fence/019.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1524 (键 moor_fence/019  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/019.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/020	client/Assets/Resources/Clover/D2/Objects/moor_fence/020.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1516 (键 moor_fence/020  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/020.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/021	client/Assets/Resources/Clover/D2/Objects/moor_fence/021.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1507 (键 moor_fence/021  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/021.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_fence/022	client/Assets/Resources/Clover/D2/Objects/moor_fence/022.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1507 (键 moor_fence/022  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_fence/022.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_objects/037	client/Assets/Resources/Clover/D2/Objects/moor_objects/037.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2045 (键 moor_objects/037  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_objects/037.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_objects/038	client/Assets/Resources/Clover/D2/Objects/moor_objects/038.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2044 (键 moor_objects/038  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_objects/038.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_objects/039	client/Assets/Resources/Clover/D2/Objects/moor_objects/039.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:185 (键 moor_objects/039  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_objects/039.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_objects/040	client/Assets/Resources/Clover/D2/Objects/moor_objects/040.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2312 (键 moor_objects/040  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_objects/040.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_objects/041	client/Assets/Resources/Clover/D2/Objects/moor_objects/041.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2312 (键 moor_objects/041  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_objects/041.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_river/028	client/Assets/Resources/Clover/D2/Objects/moor_river/028.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:173 (键 moor_river/028  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_river/028.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_stones/024	client/Assets/Resources/Clover/D2/Objects/moor_stones/024.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2104 (键 moor_stones/024  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_stones/024.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_stones/025	client/Assets/Resources/Clover/D2/Objects/moor_stones/025.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2103 (键 moor_stones/025  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_stones/025.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/moor_stones/026	client/Assets/Resources/Clover/D2/Objects/moor_stones/026.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:2110 (键 moor_stones/026  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/moor_stones/026.png)	3	脚本断言	D1D2D3资产与几何
